"","left_first_type","right_first_type","left_second_type","right_second_type","left_side_won","hp_diff","attack_diff","defense_diff","spatk_diff","spdef_diff","speed_diff"
"30652",10,9,7,7,0,-25,-75,-20,-65,-5,0
"30653",6,3,18,1,1,65,19,-12,44,46,8
"30654",10,1,15,1,0,5,14,35,-71,-5,-60
"30655",6,1,10,15,1,-74,-5,-35,-50,-35,40
"30656",1,11,13,1,0,-49,-1,12,-26,12,-23
"30657",14,1,9,11,0,-20,-48,-70,-18,-35,-28
"30658",18,7,18,12,1,20,10,25,10,20,20
"30659",4,6,15,1,1,-8,-17,-18,-44,-28,61
"30660",10,1,1,11,0,-20,-50,-45,5,-25,40
"30661",3,1,11,3,0,-54,-53,-35,-15,-20,-42
"30662",9,1,13,1,0,-10,-10,-10,15,15,15
"30663",13,9,18,15,0,-35,-20,-22,-40,-82,-38
"30664",18,3,2,16,1,9,63,21,2,55,8
"30665",10,1,15,11,0,-55,-65,-50,-30,-50,-70
"30666",3,1,2,8,0,0,15,30,-40,-20,-15
"30667",16,18,16,7,0,-61,-87,28,-30,-2,-78
"30668",15,1,14,3,1,57,7,73,34,89,11
"30669",18,9,10,1,0,-16,-31,-35,7,-15,47
"30670",18,1,14,1,1,-55,-52,-27,-12,-52,14
"30671",18,1,7,1,1,20,42,55,34,38,33
"30672",18,12,4,13,0,0,-17,-64,-59,-66,-26
"30673",15,1,16,18,1,30,-17,-83,28,-8,30
"30674",13,1,6,1,0,0,-25,-5,-30,-5,-10
"30675",2,1,1,19,1,25,100,28,25,8,10
"30676",18,9,13,1,0,-40,-56,-14,15,65,-40
"30677",17,1,18,7,0,-21,68,140,-69,-10,-58
"30678",5,1,4,1,0,-15,-60,-42,-30,-15,-25
"30679",18,1,2,18,0,5,-20,-6,4,8,-17
"30680",14,1,13,1,0,-30,10,15,45,0,-40
"30681",17,1,10,1,1,30,-10,110,-10,110,15
"30682",15,1,2,7,0,-15,-20,45,25,45,32
"30683",7,1,16,4,1,-9,-45,-44,12,41,29
"30684",1,1,14,1,0,-1,-35,20,-13,-10,-21
"30685",18,1,16,19,0,16,-67,-57,-8,-8,-46
"30686",14,1,16,3,0,-45,-87,-58,-55,-60,-20
"30687",1,9,18,1,0,-30,19,-65,4,-65,-19
"30688",7,1,13,1,0,-30,-27,-32,-2,-7,-26
"30689",13,1,11,3,0,40,-17,40,25,40,-35
"30690",18,1,1,1,0,-47,-45,19,15,-26,-5
"30691",18,1,10,7,1,15,-32,-17,38,3,31
"30692",18,1,10,1,0,-40,-24,-50,10,-30,29
"30693",18,9,16,19,1,-2,-22,-37,16,-26,35
"30694",16,1,6,1,0,10,55,75,35,45,-10
"30695",16,12,9,11,0,-4,29,45,1,-10,-6
"30696",18,9,4,1,0,25,-20,35,25,85,-10
"30697",1,18,11,18,1,-39,-15,35,70,30,11
"30698",6,1,9,11,0,10,20,-62,2,-5,-4
"30699",15,6,16,6,0,-12,-15,-115,15,-95,0
"30700",16,3,15,10,0,20,24,50,-55,-30,-9
"30701",17,16,18,6,0,-60,5,0,-25,-20,-20
"30702",10,1,15,9,0,-61,-41,-65,-41,-89,-65
"30703",2,1,2,1,1,5,45,0,-5,0,10
"30704",10,15,4,13,1,64,20,-37,-20,-27,-56
"30705",2,1,18,9,1,25,70,40,75,-30,75
"30706",4,14,6,1,1,12,-40,-43,74,-16,39
"30707",3,5,14,1,1,30,88,53,65,45,34
"30708",2,9,10,15,1,0,15,-23,-40,-63,1
"30709",4,8,10,13,1,-40,-27,32,13,22,26
"30710",10,1,6,1,1,35,50,30,70,50,85
"30711",18,1,10,1,0,1,13,18,33,11,-26
"30712",15,6,7,4,0,-10,-45,-46,35,50,0
"30713",10,1,16,1,1,20,5,10,65,75,35
"30714",13,9,17,1,1,5,-10,-50,-9,-24,10
"30715",4,1,4,13,1,25,58,-40,-10,-22,9
"30716",11,3,13,9,1,8,17,-10,-13,-17,14
"30717",3,1,7,1,0,21,42,33,-30,-5,-16
"30718",16,18,14,9,0,-15,-25,75,10,75,-50
"30719",15,6,4,1,0,-7,-58,-2,30,30,-15
"30720",1,9,6,1,0,20,-35,-33,45,-28,-10
"30721",11,1,1,5,0,-20,-27,35,-57,-10,-73
"30722",5,1,18,1,0,-60,-25,13,-10,30,-25
"30723",13,1,15,1,1,55,55,60,-10,25,10
"30724",1,1,13,1,0,-55,-90,-45,-35,-75,-85
"30725",10,1,10,1,1,-30,-35,-40,-45,-45,13
"30726",5,1,16,19,0,23,-35,-42,41,4,-8
"30727",15,1,6,1,1,-65,-50,-40,105,10,75
"30728",1,17,6,1,0,5,-20,35,-20,-15,-10
"30729",13,1,18,1,0,-65,-5,-10,25,20,-20
"30730",7,1,1,9,1,44,50,10,-20,5,-65
"30731",1,18,14,3,0,-28,-3,73,-11,-1,-44
"30732",3,12,16,1,1,78,125,-20,75,5,62
"30733",15,9,1,5,1,22,11,30,46,30,32
"30734",8,1,15,1,0,29,-50,30,-40,40,-29
"30735",18,1,2,1,1,35,-30,40,25,40,25
"30736",18,9,10,16,1,-15,-20,-30,0,75,10
"30737",6,16,15,1,0,-5,35,25,-50,-10,-10
"30738",10,1,5,1,1,-30,-58,5,3,20,15
"30739",18,12,17,10,0,35,-65,35,-85,15,-25
"30740",18,1,17,16,1,3,25,-15,15,-25,5
"30741",18,7,14,9,1,50,50,60,40,50,15
"30742",13,1,3,16,0,5,-20,-10,-115,-30,-30
"30743",18,17,12,1,1,5,-27,-54,1,19,27
"30744",6,16,2,10,1,10,-15,0,-5,10,30
"30745",13,1,7,1,0,-13,-24,-8,-24,-10,-60
"30746",11,1,15,9,0,35,75,77,5,17,-22
"30747",10,15,15,1,0,0,20,5,20,0,-15
"30748",13,9,17,1,1,-15,-65,-180,-20,-40,30
"30749",4,8,10,3,1,-40,-35,47,15,47,6
"30750",18,1,18,16,1,-60,-11,5,-26,-55,2
"30751",4,4,16,1,0,10,-5,-95,115,10,-5
"30752",7,16,6,18,0,35,-115,17,0,35,-57
"30753",13,1,10,13,0,70,18,-10,-27,25,-30
"30754",16,4,11,3,0,-2,7,32,0,0,-26
"30755",16,12,10,1,0,-24,-36,-22,-45,-22,-5
"30756",10,3,9,11,0,-15,5,-16,50,-22,-1
"30757",10,3,1,7,0,-10,-115,-75,20,-65,-15
"30758",10,12,16,6,1,45,59,-45,25,-65,6
"30759",6,3,10,1,1,35,84,18,29,11,23
"30760",1,1,7,19,0,-35,-88,-60,-103,-60,-41
"30761",11,1,4,1,1,0,25,10,5,30,60
"30762",3,16,7,4,1,2,-50,-21,-20,45,10
"30763",7,18,13,9,1,-9,40,56,54,10,7
"30764",15,6,13,9,0,-22,-50,-25,15,5,-75
"30765",17,10,16,7,1,-32,-19,60,-27,-41,-73
"30766",13,1,1,8,0,-20,0,5,-50,-30,-60
"30767",18,12,14,1,1,-55,-57,-32,-19,-59,10
"30768",10,1,16,12,1,15,-35,-45,42,33,50
"30769",17,10,7,1,0,-13,16,42,-45,-28,-52
"30770",7,7,12,16,1,35,130,65,45,15,35
"30771",18,16,18,15,1,55,35,75,50,-20,-40
"30772",11,1,13,9,1,-25,50,20,14,14,70
"30773",7,1,18,9,1,-6,32,-7,0,-70,15
"30774",7,18,15,1,1,-4,67,58,107,58,54
"30775",3,12,13,1,0,-17,-10,-15,-25,-45,-60
"30776",5,1,13,9,1,74,66,40,73,36,39
"30777",10,1,17,4,0,-70,-90,-90,-120,-70,-60
"30778",16,12,1,9,0,-25,-75,-20,-35,-60,-85
"30779",17,12,10,15,1,15,23,137,-25,-15,-30
"30780",18,3,1,19,1,55,125,77,20,78,16
"30781",15,1,7,16,1,-55,40,55,-70,55,35
"30782",11,1,2,1,1,19,35,3,-20,8,2
"30783",9,15,13,1,0,-45,-60,-40,70,-25,10
"30784",16,1,10,1,0,35,50,90,-25,40,-10
"30785",10,15,6,1,1,-17,-22,-17,54,32,22
"30786",4,18,7,1,1,30,30,75,60,50,40
"30787",18,1,16,1,1,30,-5,-15,100,100,70
"30788",2,1,11,17,1,-45,-50,-60,5,5,30
"30789",10,15,17,1,0,-15,-50,-60,5,-20,-60
"30790",16,2,15,1,1,-31,70,5,-27,-5,51
"30791",7,1,13,1,1,-30,20,-25,-50,-20,5
"30792",18,1,16,12,1,50,-5,-25,60,70,50
"30793",14,1,12,9,0,-30,0,-31,-30,-46,-5
"30794",18,1,15,11,0,0,50,-10,80,60,-10
"30795",17,4,15,1,0,50,25,30,55,10,-90
"30796",14,7,7,7,0,-12,-24,-20,-24,-20,-5
"30797",18,3,2,7,1,5,30,-75,50,-75,37
"30798",18,13,18,1,1,-80,30,120,-25,-50,5
"30799",13,9,9,8,0,20,75,20,-30,-5,38
"30800",7,9,3,13,1,-47,-16,-12,-11,15,5
"30801",10,1,3,13,0,-70,-52,-26,-125,-45,-64
"30802",3,12,13,1,0,-42,10,15,25,30,-8
"30803",12,1,7,16,0,-69,20,-55,-75,-45,-11
"30804",18,15,18,1,0,-60,-110,-55,-130,-60,-20
"30805",4,1,4,1,1,-10,-45,1,40,1,65
"30806",9,9,2,18,1,85,-45,-56,30,-16,10
"30807",18,1,15,1,1,-45,18,3,13,-6,30
"30808",14,1,6,16,0,10,25,40,20,-10,-25
"30809",1,15,13,1,1,-120,-55,34,-25,-31,17
"30810",10,1,10,16,1,-10,13,-32,-7,3,24
"30811",6,1,5,1,1,3,57,-6,1,13,46
"30812",5,1,4,1,0,-26,-37,-41,-74,-1,-93
"30813",12,1,1,15,1,55,50,40,30,40,20
"30814",15,6,3,1,1,-25,-50,-35,40,70,40
"30815",6,1,18,9,0,5,40,-20,-45,-105,-35
"30816",10,7,1,1,1,15,108,20,33,30,41
"30817",5,1,17,4,0,-56,-82,-81,-89,-21,-48
"30818",6,1,13,9,0,20,50,35,-46,-11,-25
"30819",13,9,13,1,0,-90,-35,3,0,-47,57
"30820",13,1,7,1,1,40,1,27,-25,0,7
"30821",1,1,1,5,0,0,-12,5,-32,-25,-50
"30822",5,1,18,11,1,55,40,43,55,40,30
"30823",2,8,10,7,0,-16,0,-22,20,-49,-13
"30824",7,1,16,13,1,-12,71,10,28,47,19
"30825",12,10,4,1,0,25,17,33,15,15,15
"30826",11,1,11,1,1,32,78,62,62,48,58
"30827",15,6,15,1,1,-75,2,-3,47,42,37
"30828",13,1,7,1,0,-27,-70,-29,-50,-39,-45
"30829",1,18,18,4,0,-20,15,5,-90,-15,-80
"30830",18,3,4,1,0,-15,40,-20,-20,-55,-30
"30831",10,1,7,4,0,-33,-95,-61,-60,-35,-70
"30832",15,9,9,1,1,-9,-70,-22,-28,-20,7
"30833",7,16,12,16,1,30,39,57,29,35,39
"30834",4,9,18,3,1,-13,-55,22,15,52,31
"30835",13,1,10,16,1,50,120,30,20,65,60
"30836",10,15,10,1,0,-5,7,-52,-20,40,0
"30837",10,15,18,1,0,25,27,37,57,42,-14
"30838",18,12,1,18,0,-21,-72,-52,-74,-54,-39
"30839",13,1,15,9,0,30,15,20,-15,10,0
"30840",3,12,10,1,0,43,-10,-9,21,30,0
"30841",9,1,10,4,0,-25,-10,60,-80,50,-100
"30842",4,1,2,10,0,40,0,10,50,25,5
"30843",18,1,2,1,1,30,10,20,90,80,20
"30844",7,7,10,9,0,35,48,5,25,-10,-25
"30845",16,1,3,12,1,22,30,155,10,55,8
"30846",14,1,16,18,1,40,1,-65,1,-35,10
"30847",14,3,1,9,1,40,60,68,30,33,25
"30848",13,1,12,1,0,-6,1,-7,-44,-112,-77
"30849",17,12,14,9,0,0,5,130,-10,-10,-60
"30850",10,16,17,1,1,15,20,-65,50,-85,5
"30851",13,1,17,7,0,-26,-30,-59,-5,3,-68
"30852",15,9,1,9,0,0,10,-7,0,-67,-13
"30853",1,1,18,1,0,-26,-43,-53,-100,-69,-14
"30854",4,1,15,1,1,22,3,12,33,12,57
"30855",18,1,3,13,0,-75,-80,-50,-80,-50,-31
"30856",18,1,10,1,1,125,55,-5,20,-5,30
"30857",18,1,15,1,1,70,17,15,67,5,23
"30858",13,1,11,1,0,55,25,40,0,20,-35
"30859",15,1,16,4,1,-7,4,-49,56,11,44
"30860",18,1,18,1,0,17,10,36,37,33,-38
"30861",2,9,15,1,1,35,-10,-25,-20,-35,-15
"30862",9,3,14,1,0,15,32,64,52,54,-20
"30863",4,1,9,1,1,32,25,-30,25,-5,15
"30864",18,1,3,13,0,-60,-65,-25,-80,-40,-5
"30865",10,9,7,19,1,20,-7,-45,-10,-15,57
"30866",7,1,13,1,0,-61,-67,-56,-2,-56,-39
"30867",9,11,4,1,0,25,10,67,-32,-5,-56
"30868",15,1,12,9,0,10,0,10,20,10,-45
"30869",15,7,13,1,1,41,110,35,119,35,70
"30870",15,1,15,1,0,-5,-5,0,-20,5,-10
"30871",5,9,15,1,0,35,-130,75,-60,95,-70
"30872",9,1,10,7,0,-48,-37,8,-14,55,-39
"30873",18,1,15,1,0,65,0,0,-20,0,-45
"30874",14,1,7,1,0,-5,-17,-16,-65,-16,-40
"30875",1,1,12,9,1,35,15,-5,35,15,70
"30876",9,1,13,7,0,-1,29,-19,39,-13,-60
"30877",15,1,18,3,0,-50,-125,-59,-15,-65,-36
"30878",18,1,14,1,1,-5,-15,11,30,1,30
"30879",6,1,11,17,1,-70,-55,-80,0,-5,25
"30880",15,9,1,1,1,22,38,25,78,55,67
"30881",13,9,10,1,0,-30,-58,-3,-58,12,-51
"30882",18,1,10,15,0,31,-1,-1,-8,-3,-11
"30883",15,1,17,7,0,-66,-70,-114,15,-17,-18
"30884",4,1,4,1,1,10,30,-10,60,-30,10
"30885",4,1,13,1,0,-75,-35,30,40,-5,135
"30886",1,18,13,19,0,-9,50,45,5,45,-51
"30887",2,8,9,1,0,-19,-105,-45,-13,-33,-10
"30888",1,18,17,1,1,11,20,-20,50,10,9
"30889",18,1,18,1,0,-24,-19,-15,-21,-40,-26
"30890",4,18,7,9,0,-37,-38,15,39,3,-39
"30891",17,10,2,4,1,-12,65,-20,85,-20,2
"30892",10,1,18,12,0,-50,-25,-50,0,-50,-25
"30893",1,18,13,9,0,30,75,70,25,50,-20
"30894",16,19,7,1,1,5,-3,80,70,25,10
"30895",18,3,4,1,1,-22,5,5,-15,-25,5
"30896",9,3,18,1,0,-25,17,48,9,48,-25
"30897",13,1,18,1,0,0,-30,-20,-85,-75,-45
"30898",3,9,1,9,0,26,69,50,25,55,-15
"30899",16,12,9,4,0,-80,-36,-30,-55,-30,-39
"30900",13,1,15,1,0,30,7,30,17,-15,-12
"30901",10,1,15,9,0,8,41,8,21,8,-13
"30902",16,1,12,9,0,-40,-5,-5,-85,-80,-75
"30903",2,10,17,10,0,-10,35,-25,35,-35,-40
"30904",1,15,16,9,0,-35,-105,-35,-92,-45,-60
"30905",14,1,5,9,1,15,22,-18,-25,-50,16
"30906",2,8,12,19,1,5,50,0,55,30,70
"30907",8,1,2,7,1,14,10,-35,65,-25,63
"30908",16,9,9,11,1,16,74,-5,68,10,69
"30909",18,16,18,1,0,-35,10,50,-10,-15,-35
"30910",13,1,15,1,1,75,60,5,-30,5,-55
"30911",15,1,17,12,0,-1,-77,-154,28,-14,74
"30912",7,18,12,10,0,21,10,36,50,36,-33
"30913",13,6,16,12,1,53,-4,76,35,76,9
"30914",18,7,14,7,1,43,11,50,68,50,58
"30915",9,15,18,1,1,1,2,-20,65,-5,52
"30916",18,13,3,13,0,-75,-25,90,-85,-55,-25
"30917",1,9,11,1,1,-3,83,42,27,48,73
"30918",10,15,1,9,0,25,65,73,67,10,-5
"30919",1,1,4,1,0,-37,-88,-27,-68,-60,-60
"30920",12,16,4,1,0,5,0,-35,35,15,-45
"30921",13,9,4,1,1,41,10,5,47,2,31
"30922",6,9,18,9,1,-17,-33,-4,14,-37,37
"30923",18,1,13,1,1,-70,100,85,10,-40,20
"30924",4,18,15,1,0,-81,-75,-20,-59,-35,-85
"30925",1,1,5,1,0,-51,-32,13,-59,-24,-4
"30926",18,16,15,1,0,20,0,35,-25,-15,-10
"30927",1,15,14,3,0,-58,-68,-17,-46,-36,-49
"30928",12,1,1,9,0,-10,-20,0,-50,0,-15
"30929",1,18,1,5,0,0,73,80,-32,40,-33
"30930",10,1,14,1,0,-5,-6,3,-5,-17,-39
"30931",15,9,11,1,1,-50,-70,-75,10,-15,20
"30932",10,15,14,9,0,-15,-10,-5,60,30,0
"30933",17,10,10,15,0,-6,20,100,-40,4,-20
"30934",4,9,17,17,1,9,5,-110,65,20,61
"30935",15,1,15,6,0,-3,-35,5,-70,-55,-35
"30936",17,10,18,1,0,30,85,-50,105,25,20
"30937",9,11,10,15,0,5,10,-47,-57,-38,-24
"30938",15,1,1,5,1,-5,-12,0,33,35,2
"30939",13,9,13,9,0,25,35,10,0,10,-25
"30940",9,1,13,1,0,-16,85,-5,38,28,-15
"30941",18,9,16,9,0,15,20,14,0,25,-49
"30942",3,1,16,19,1,10,35,-40,-50,-25,15
"30943",16,12,2,1,0,-20,-25,40,-90,-30,-85
"30944",18,6,1,19,0,60,20,48,10,28,-15
"30945",1,1,4,1,0,-5,-2,-25,-88,-5,-50
"30946",10,1,14,3,0,-28,-4,18,-16,4,-48
"30947",13,1,7,1,1,20,45,29,-10,29,57
"30948",4,6,7,1,0,-8,-40,-6,-17,4,0
"30949",10,1,13,1,0,-45,-40,-20,-105,-45,-60
"30950",2,4,16,9,0,17,-27,25,-9,25,-12
"30951",4,9,13,9,1,19,85,40,89,24,61
"30952",3,12,7,7,0,-18,-34,-26,-64,-26,-66
"30953",4,1,3,9,0,-40,-95,-40,-45,-35,-65
"30954",13,1,1,18,0,13,-49,-52,-49,-52,-51
"30955",16,12,17,6,0,-2,15,24,-35,-42,-40
"30956",18,1,3,12,0,-63,-33,-61,-46,-45,-32
"30957",6,1,9,1,0,56,-15,20,-53,22,-20
"30958",4,9,12,9,1,0,5,-15,30,-35,15
"30959",17,17,15,6,0,22,55,105,-15,-5,-10
"30960",18,1,11,16,1,45,65,0,45,-20,60
"30961",18,1,18,1,0,-5,-15,5,-10,10,-21
"30962",10,9,16,19,1,3,-50,-45,1,9,42
"30963",18,1,7,1,0,-10,-33,2,-48,-13,-11
"30964",13,1,18,1,0,48,-70,-29,10,36,-25
"30965",9,15,18,1,1,-25,-40,-20,91,12,52
"30966",17,1,11,1,0,-20,-75,10,-25,60,-40
"30967",13,9,10,1,1,5,50,5,21,1,65
"30968",5,1,7,1,0,20,-33,2,12,67,-41
"30969",18,13,6,1,0,0,0,85,50,-65,0
"30970",9,1,1,18,0,-7,-5,-30,-37,-32,-34
"30971",18,1,1,10,0,169,0,0,60,15,20
"30972",18,1,10,1,1,40,56,35,30,18,33
"30973",16,1,4,1,1,10,65,55,-25,-45,-75
"30974",15,7,18,1,1,15,114,42,4,59,70
"30975",7,1,10,15,1,5,-2,-25,-40,-30,5
"30976",14,1,13,1,1,-24,4,19,-31,9,7
"30977",17,6,15,1,1,-133,47,33,47,29,42
"30978",10,1,7,14,0,14,32,28,-9,34,-6
"30979",13,1,15,1,1,39,41,-7,6,-7,3
"30980",16,1,16,16,0,0,10,20,-5,-25,-50
"30981",18,1,16,16,0,-17,-44,-32,6,-9,-30
"30982",13,1,14,1,1,18,68,8,20,20,49
"30983",15,1,7,9,1,-28,76,-58,21,-95,50
"30984",17,1,3,9,0,-45,-100,-5,-110,-15,-65
"30985",6,16,13,9,1,-20,-15,5,4,25,17
"30986",18,15,4,1,0,-25,-45,-35,-25,30,30
"30987",15,1,16,11,0,-11,-6,-22,44,-12,-3
"30988",15,1,14,9,0,-30,-35,-25,15,-25,-100
"30989",10,3,5,9,1,15,30,-45,-20,-65,20
"30990",4,1,10,1,1,20,10,35,50,15,40
"30991",6,1,4,1,1,-15,10,25,-40,40,30
"30992",7,1,12,16,0,-26,2,8,-55,-45,-30
"30993",4,1,1,8,0,-50,-5,-25,-85,-55,-10
"30994",11,8,18,3,0,30,40,90,40,25,-15
"30995",18,17,10,15,1,-59,-30,15,-20,5,5
"30996",18,16,2,1,0,31,-13,130,42,30,-76
"30997",5,1,16,1,0,3,-80,8,30,35,-23
"30998",18,1,3,1,0,14,-9,-5,13,-10,-10
"30999",18,1,15,1,1,-15,20,0,-40,-60,10
"31000",12,9,13,9,0,25,-5,35,34,64,-15
"31001",12,9,4,1,0,0,0,25,-20,25,-30
"31002",5,1,9,8,1,-6,8,-16,-4,24,22
"31003",12,1,16,12,1,-29,-55,-65,25,10,14
"31004",13,9,14,9,1,5,5,8,10,-2,7
"31005",18,15,18,9,0,-55,-85,-44,-10,0,-11
"31006",16,19,15,10,0,-10,-50,65,-35,-60,-15
"31007",5,1,17,12,0,-31,-87,-191,6,-16,12
"31008",14,19,1,11,0,-10,-35,-20,0,-20,0
"31009",16,12,7,1,1,-35,-45,115,15,0,20
"31010",15,1,13,1,0,-56,-19,-15,-19,-25,-20
"31011",3,1,6,1,1,-29,7,-5,5,5,52
"31012",18,12,15,6,1,42,60,45,15,35,10
"31013",3,1,1,1,0,3,2,-2,36,38,-25
"31014",1,15,15,1,1,-35,50,-60,-85,-20,45
"31015",15,6,13,9,1,23,35,22,125,97,38
"31016",11,10,14,1,0,-11,51,-3,-18,-3,0
"31017",17,6,1,1,1,5,83,65,28,65,21
"31018",9,4,16,12,1,70,0,-30,65,35,45
"31019",13,1,15,1,0,9,-4,-32,-34,-32,-2
"31020",2,18,10,1,1,20,90,50,-10,20,40
"31021",13,1,3,1,0,-41,-101,-56,-25,-25,-77
"31022",15,1,1,1,0,26,5,-10,42,30,-6
"31023",18,3,18,1,1,-10,6,-85,-49,-55,13
"31024",13,1,4,1,1,25,30,29,15,29,17
"31025",7,1,13,9,0,45,42,36,75,36,-20
"31026",10,1,7,1,1,25,13,8,33,-2,11
"31027",12,1,13,1,1,-8,20,25,45,35,28
"31028",7,1,6,1,1,28,-9,25,26,50,35
"31029",18,11,18,1,0,5,-35,-5,-25,15,-35
"31030",2,18,4,14,0,21,87,67,-1,27,0
"31031",14,2,9,9,0,-50,0,56,-30,11,-5
"31032",12,19,4,13,0,20,-25,-57,-50,-57,-61
"31033",9,1,5,1,0,-32,-70,70,35,45,-15
"31034",4,1,3,12,0,-23,15,-41,24,-15,-45
"31035",6,1,15,1,0,32,25,0,-100,-40,-80
"31036",3,12,4,9,0,-22,0,-20,-75,-35,-18
"31037",13,11,18,18,1,-24,-26,-38,-71,-51,15
"31038",9,1,9,11,1,1,5,-13,13,-27,7
"31039",14,12,7,1,0,-15,-48,32,45,30,-19
"31040",13,1,7,16,0,-20,-49,-37,-94,-55,-29
"31041",7,7,18,1,1,60,28,-45,25,30,15
"31042",6,1,18,1,1,-5,33,10,-35,-5,17
"31043",15,7,10,9,1,51,145,50,109,35,50
"31044",3,12,18,1,1,73,35,86,16,60,30
"31045",12,10,14,7,1,22,19,30,19,30,60
"31046",15,1,10,1,1,4,-13,-35,74,37,53
"31047",1,1,7,1,0,0,-65,0,-40,-40,-60
"31048",18,3,13,1,1,-3,5,-20,35,-20,5
"31049",1,9,1,12,1,24,-10,-40,25,80,45
"31050",13,9,16,1,1,5,40,-90,-10,-55,45
"31051",13,1,16,2,0,65,-10,45,40,45,-25
"31052",13,1,14,4,1,20,1,-26,-52,-68,46
"31053",17,17,13,1,0,-25,10,50,-55,-45,-20
"31054",14,1,18,1,0,-45,-40,40,-25,-5,-80
"31055",9,1,12,9,0,-5,15,85,-5,85,-50
"31056",15,1,14,1,0,34,-49,-9,-32,-7,-42
"31057",2,16,14,9,1,46,47,53,38,35,18
"31058",9,11,18,1,0,-22,25,-7,5,-10,-7
"31059",10,1,1,5,0,5,21,3,1,3,-7
"31060",4,1,16,19,1,10,-35,-50,10,-5,10
"31061",4,9,2,13,0,20,-30,20,80,5,-25
"31062",13,1,17,6,0,-5,-30,-46,-20,-16,-8
"31063",11,8,18,13,1,50,85,-20,65,45,20
"31064",7,7,18,3,0,15,-32,-44,30,-65,-16
"31065",3,8,7,1,1,55,60,60,80,70,45
"31066",15,9,5,1,1,-10,-22,-6,18,5,25
"31067",5,1,2,1,0,13,-5,10,25,61,-14
"31068",1,18,13,1,0,-5,55,80,0,40,-40
"31069",9,1,7,14,0,-26,-8,-12,-4,39,-1
"31070",15,1,4,11,1,0,5,53,-35,53,4
"31071",18,17,15,1,1,0,0,30,-20,30,5
"31072",18,9,16,3,0,-35,-124,-80,-15,20,-1
"31073",15,1,6,18,0,50,-40,50,-40,60,-5
"31074",11,1,1,9,0,48,42,68,-32,22,-18
"31075",13,19,18,10,1,24,45,10,-10,-25,31
"31076",4,1,4,18,1,45,40,10,40,25,90
"31077",1,1,13,1,0,-15,-33,-25,18,20,-5
"31078",13,1,10,9,0,29,26,-7,26,-22,-32
"31079",5,1,12,19,0,-32,-28,-30,-32,-25,-42
"31080",9,15,7,1,0,-48,-49,-48,-9,-50,-20
"31081",18,1,11,1,0,0,0,-50,80,70,0
"31082",18,17,2,9,1,-16,23,28,8,-20,-38
"31083",18,1,1,1,1,125,60,10,70,25,15
"31084",13,1,18,10,0,-15,5,-15,-25,-45,50
"31085",10,6,5,9,0,-45,-23,-35,-83,-65,-14
"31086",3,12,18,1,1,3,10,-15,-9,-8,24
"31087",18,1,18,17,1,-45,-25,-95,15,-35,30
"31088",10,1,10,15,0,-20,-42,-23,-60,-40,-45
"31089",12,1,12,1,1,-15,3,-104,76,34,72
"31090",12,9,11,10,1,1,-39,20,40,45,30
"31091",2,1,12,1,1,-25,-27,-114,16,14,42
"31092",6,1,18,1,0,55,20,5,-29,22,-13
"31093",18,9,17,7,0,-26,-50,-59,-10,68,-38
"31094",16,18,4,18,0,-10,-15,30,-55,60,-20
"31095",4,1,18,4,0,-35,-80,-60,-85,-75,-65
"31096",10,9,13,9,1,15,25,40,19,39,60
"31097",7,1,6,18,0,-5,-82,-43,-95,-25,-67
"31098",13,9,16,1,1,28,5,-5,110,55,106
"31099",11,3,14,12,0,-31,-30,-42,-50,-40,-20
"31100",10,12,3,1,1,54,45,60,25,35,6
"31101",18,1,13,9,0,-7,-59,-17,1,-4,-60
"31102",11,1,10,1,0,25,75,45,25,-5,-23
"31103",14,1,3,1,0,-10,-5,12,-50,-68,-5
"31104",1,1,9,15,0,-15,-43,-20,-143,-65,-101
"31105",10,1,1,9,0,10,10,8,0,-12,-40
"31106",13,1,4,1,0,-22,-20,1,-55,-34,-35
"31107",18,18,2,1,0,20,-2,38,23,51,-46
"31108",18,9,5,9,0,-25,0,5,-35,-45,-15
"31109",13,1,16,9,0,15,-85,10,-52,10,-80
"31110",12,1,18,1,1,5,5,-25,50,65,60
"31111",17,1,1,1,0,-17,-5,44,15,34,-15
"31112",18,1,18,1,0,-7,10,15,0,-15,-5
"31113",18,17,13,1,0,-49,-36,22,-26,12,-33
"31114",2,18,1,1,1,20,80,65,40,40,50
"31115",10,1,10,1,1,10,23,-15,42,5,60
"31116",10,1,1,18,0,-18,-64,-77,17,7,-39
"31117",11,1,13,1,0,-90,-80,10,-45,15,-55
"31118",4,1,10,3,0,-10,20,19,5,19,-10
"31119",18,1,7,7,0,-1,-17,50,25,45,-2
"31120",3,1,15,1,1,-42,10,-22,-42,28,30
"31121",18,12,7,1,0,47,31,17,5,10,-6
"31122",15,9,17,10,1,27,-22,-20,68,43,69
"31123",3,16,11,1,1,70,35,55,95,65,15
"31124",15,1,4,1,0,9,-17,16,-27,-14,-26
"31125",15,1,2,4,0,28,-35,30,-50,40,-13
"31126",5,1,13,1,0,-11,-32,-16,21,24,-43
"31127",1,11,3,1,0,-1,-34,10,10,20,-15
"31128",15,1,15,1,1,5,65,40,40,25,135
"31129",11,3,1,9,1,-20,12,-27,-45,-47,5
"31130",18,17,13,1,0,-50,-40,5,25,5,-55
"31131",7,1,17,16,1,25,22,-34,50,-14,15
"31132",13,1,6,3,1,-10,-48,-14,-24,-16,32
